contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,17,18,20,22,23,25,29,56,64,72,74,75,76,77,78,79,80,81,82,83,102,103,108,120,133,136,146,147,154,160,214,215,230,231,233,280,281,282,321,322,324,326,327,328,374,375,395,396,458,472,sequenceId,possessionId,keyPass,140,141,318,210,6,9,24,26,107,63,73,100,153,254,323,338,391,16,60,62,84,87,89,101,353,390,19,28,85,122,138,274,276,468,61,113,114,121,192,216,217,21,137,275,65,139,300
anga7587r1zv4ey71ge9zxol3,Lyngby,2863679201,780,15,2,86,40,F. Gytkjær,deyq3zqd0vwc821ngqldxqor9,1,86.1,46.3,2025-10-25T13:44:38.793,2025-10-25T13:48:58,1.0,"{""id"": 6000859727, ""qualifierId"": 103, ""value"": ""19""}",cmhrvt1w4vgxuub3wmv693z84,AaB vs Lyngby,1_Division,2025-10-25,DNK,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,,true,NaN,NaN,,true,NaN,51.6,19,,,,NaN,89.1,47.5,true,,NaN,NaN,98.1,47.8,683,,,,0.11488807946443558,0.0,NaN,3,2,true,NaN,NaN,,,NaN,,,,,,,,,,,true,NaN,,,NaN,,NaN,NaN,,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,
anga7587r1zv4ey71ge9zxol3,Lyngby,2863688177,853,13,2,95,5,J. Meyer,839pm7rmjp6q1bt52f7ek9vys,1,89.7,40.6,2025-10-25T13:53:04.055,2025-10-25T13:53:52,1.0,"{""id"": 6000888143, ""qualifierId"": 29}",cmhrvt1w4vgxuub3wmv693z84,AaB vs Lyngby,1_Division,2025-10-25,DNK,true,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,42.0,1.4,,,,NaN,95.6,41.0,true,,NaN,NaN,98.2,49.8,NaN,,,,0.0373988002538681,0.0,NaN,3,2,true,NaN,NaN,,,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,true,NaN,,,,NaN,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829363939,52,15,1,4,4,K. John,5vrsflxiv2dgfa8199a2qxsve,1,62.5,53.6,2025-07-26T12:02:58.183,2025-07-29T11:29:32,1.0,"{""id"": 5814133493, ""qualifierId"": 22}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,52.8,19.6,true,NaN,NaN,,89.4,50.2,NaN,,NaN,true,NaN,NaN,43,NaN,NaN,NaN,0.012512663379311562,0.04748110473155975,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829367657,138,15,1,16,20,V. Dedes,a5ixxqmfo537cvlb0a9x5n2ms,1,88.1,70.5,2025-07-26T12:15:13.772,2025-07-29T12:29:36,1.0,"{""id"": 5808693481, ""qualifierId"": 64}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,true,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,52.3,13.3,true,NaN,NaN,,98.9,53.3,true,,NaN,NaN,NaN,NaN,156,NaN,NaN,NaN,0.04489525407552719,0.05362365394830704,,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829366979,145,16,1,13,25,K. John,5vrsflxiv2dgfa8199a2qxsve,1,86.7,56.8,2025-07-26T12:12:18.918,2025-07-29T11:29:31,1.0,"{""id"": 5813332305, ""qualifierId"": 395, ""value"": ""10.6""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,49.0,3.2,NaN,NaN,NaN,,NaN,NaN,true,,true,NaN,90.8,54.7,NaN,NaN,NaN,NaN,0.5501525402069092,0.36849743127822876,,1,1,NaN,2025-07-26 13:12:18.035,13:24.503,10.6,44.4,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,true,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829369175,201,15,1,20,38,M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,1,75.6,55.0,2025-07-26T12:19:32.464,2025-07-29T12:29:37,1.0,"{""id"": 5814163735, ""qualifierId"": 120}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,47.0,20.9,NaN,true,NaN,,97.7,50.7,NaN,,NaN,true,NaN,NaN,201,NaN,NaN,NaN,0.02740922011435032,0.13300301134586334,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829372539,344,16,1,34,17,V. Dedes,a5ixxqmfo537cvlb0a9x5n2ms,1,93.1,49.9,2025-07-26T12:33:10.996,2025-07-29T13:04:08,NaN,"{""id"": 5808722227, ""qualifierId"": 20}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,true,true,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,49.0,29.7,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,98.5,48.7,NaN,NaN,NaN,NaN,0.2185702621936798,0.5588328242301941,,3,2,true,2025-07-26 13:33:10.561,34:17.029,98.6,49.5,true,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829374253,378,15,1,40,16,V. Møller,5521epytthhw9afm2r3jn3384,1,89.0,55.8,2025-07-26T12:39:09.948,2025-07-26T12:40:25,1.0,"{""id"": 5808731091, ""qualifierId"": 230, ""value"": ""98.5""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,46.4,6.9,NaN,NaN,NaN,,90.2,55.1,true,,NaN,NaN,98.5,50.9,404,NaN,NaN,NaN,0.19756384193897247,0.0,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829374665,384,15,1,41,40,O. Ross,5lz41celw55rz3zh8pohclw5w,1,74.1,60.3,2025-07-26T12:40:33.782,2025-07-28T11:29:15,NaN,"{""id"": 5808733767, ""qualifierId"": 458}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,true,true,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,46.8,1.9,true,NaN,true,,93.3,52.3,NaN,,NaN,true,NaN,NaN,423,NaN,NaN,NaN,0.015291598625481129,0.11012673377990723,,1,2,true,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,438,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829375359,398,16,1,43,28,M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,1,76.9,38.5,2025-07-26T12:42:22.310,2025-07-29T13:04:08,NaN,"{""id"": 5808737891, ""qualifierId"": 138}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,53.5,31.6,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,99.4,48.0,NaN,FREE_KICK_WON,192161,401,0.06988903135061264,0.6443693041801453,,1,3,NaN,2025-07-26 13:42:20.781,43:27.249,1.8,50.9,true,397,,,,,,,,,,NaN,true,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,true,true,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829381195,494,15,2,46,55,N. Schmidt,5dlh0fa9yo6z283w9p58xmnoq,1,78.4,32.5,2025-07-26T13:03:13.557,2025-07-28T16:29:13,1.0,"{""id"": 5808901277, ""qualifierId"": 81}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,46.8,28.5,NaN,NaN,NaN,,99.1,48.4,true,,NaN,NaN,NaN,NaN,435,NaN,NaN,NaN,0.024343930184841156,0.1570449322462082,,1,3,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829382013,518,13,2,48,47,W. Glindtvad,559w0q3q2smb3aeotyi724s9g,1,95.7,48.9,2025-07-26T13:05:06.335,2025-07-26T13:06:20,1.0,"{""id"": 5808775319, ""qualifierId"": 327, ""value"": ""1""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,true,NaN,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,60.7,44.4,NaN,NaN,NaN,,NaN,NaN,true,,true,NaN,99.5,51.1,NaN,NaN,NaN,NaN,0.41949906945228577,0.0,,3,1,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,true,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829387921,528,13,2,62,0,M. Bomholt,ejixz16616b7krftxyzv9yiac,1,79.3,37.2,2025-07-26T13:18:19.171,2025-07-26T13:19:25,1.0,"{""id"": 5808809137, ""qualifierId"": 102, ""value"": ""41.7""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,41.7,5.6,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,98.2,48.9,NaN,NaN,NaN,NaN,0.04664921388030052,0.0,,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,true,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829390397,564,13,2,67,57,A. Maarup,cf6zq49y8v1ekw07e7yi3uac,1,90.3,47.0,2025-07-26T13:24:16.348,2025-07-26T13:28:45,1.0,"{""id"": 5808831263, ""qualifierId"": 102, ""value"": ""65.5""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,true,true,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,65.5,18.1,NaN,NaN,NaN,,94.9,55.2,true,,NaN,NaN,99.5,48.0,NaN,NaN,NaN,NaN,0.03934222459793091,0.0,,3,3,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,true,,true,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829390773,574,15,2,68,54,A. Maarup,cf6zq49y8v1ekw07e7yi3uac,1,81.2,36.3,2025-07-26T13:25:12.939,2025-07-30T14:29:22,1.0,"{""id"": 5808825457, ""qualifierId"": 103, ""value"": ""1.9""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,54.5,1.9,NaN,NaN,NaN,,95.6,46.8,true,,NaN,true,NaN,NaN,740,NaN,NaN,NaN,0.07823801785707474,0.4599079191684723,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829384537,612,13,2,53,57,M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,1,84.0,41.9,2025-07-26T13:10:16.139,2025-07-26T13:11:28,NaN,"{""id"": 5808789251, ""qualifierId"": 56, ""value"": ""Center""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,true,true,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,99.3,5.6,true,NaN,NaN,,94.0,100.0,NaN,,NaN,NaN,99.5,47.8,NaN,NaN,NaN,NaN,0.07348687946796417,0.0,,1,3,true,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,NaN,NaN,,NaN,true,,true,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829393133,628,15,2,74,35,A. Jasson,8bi1tlz62rjwyak4pnnzgp562,1,81.8,44.4,2025-07-26T13:30:53.630,2025-07-26T13:32:06,1.0,"{""id"": 5808837987, ""qualifierId"": 22}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,50.6,19,NaN,NaN,NaN,,89.8,47.1,NaN,,NaN,true,98.4,51.3,795,NaN,NaN,NaN,0.050776369869709015,0.0,,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829385295,637,15,2,55,55,A. Justinussen,uiyol728wan4mxco2foplknp,1,76.9,66.7,2025-07-26T13:12:13.614,2025-07-28T16:29:09,1.0,"{""id"": 5808794185, ""qualifierId"": 103, ""value"": ""20.9""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,48.6,20.9,NaN,NaN,NaN,,98.9,49.3,NaN,,NaN,true,NaN,NaN,489,NaN,NaN,NaN,0.02243177592754364,0.026969579979777336,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829386131,651,13,2,57,58,J. Witt,5z7y55t2o577r8ki3i5855as,1,84.9,56.8,2025-07-26T13:14:17.054,2025-07-26T13:15:24,NaN,"{""id"": 5808911027, ""qualifierId"": 85}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,true,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,53.8,52.8,true,NaN,NaN,,NaN,NaN,NaN,,NaN,true,99.0,49.5,NaN,NaN,NaN,NaN,0.03782838210463524,0.0,,2,3,true,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829387403,683,13,2,60,44,A. Justinussen,uiyol728wan4mxco2foplknp,1,91.6,44.7,2025-07-26T13:17:02.833,2025-07-26T13:18:23,1.0,"{""id"": 5808805785, ""qualifierId"": 56, ""value"": ""Center""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,38.5,11.1,true,NaN,NaN,,NaN,NaN,true,,NaN,NaN,98.9,49.6,NaN,NaN,NaN,NaN,0.0940764844417572,0.0,,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,true,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829396885,695,13,2,86,9,F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,1,85.0,34.6,2025-07-26T13:42:27.704,2025-07-26T13:44:20,NaN,"{""id"": 5808922565, ""qualifierId"": 391}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,69.6,16.7,true,NaN,NaN,,93.2,59.8,NaN,,NaN,NaN,98.0,47.7,NaN,NaN,NaN,NaN,0.0303536057472229,0.0,,2,3,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,NaN,NaN,,true,true,,true,,,,true,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829396911,696,13,2,86,12,M. Jiménez,8mkrj5bnkyhx8kutc4656cy96,1,92.0,55.0,2025-07-26T13:42:30.455,2025-07-26T13:43:40,1.0,"{""id"": 5815078405, ""qualifierId"": 214}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,true,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,55.5,68.1,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,97.7,53.6,NaN,NaN,NaN,NaN,0.22564680874347687,0.0,,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829388535,705,13,2,63,21,H. Toftegaard,e2157naqwp1qdsgaxre307cb8,1,81.8,51.3,2025-07-26T13:19:40.004,2025-07-26T13:20:44,1.0,"{""id"": 5813417885, ""qualifierId"": 74}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,true,NaN,NaN,NaN,true,true,Center,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,46.6,94.4,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,99.3,49.5,NaN,NaN,NaN,NaN,0.054925620555877686,0.0,,1,3,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829399045,743,16,2,92,58,C. Olsson,5uo9saax5iqsctxq7w3si8w0k,1,4.6,49.1,2025-07-26T13:49:16.746,2025-07-30T14:40:20,NaN,"{""id"": 5808874369, ""qualifierId"": 230, ""value"": ""97.2""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,true,NaN,NaN,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,46.9,19.6,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,97.2,49.3,NaN,OWN_GOAL,620119,6463,NaN,NaN,,NaN,NaN,NaN,2025-07-26 14:49:16.454,92:58.040,96.7,48.7,NaN,952,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,true,,,NaN,,NaN,,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2829399071,745,13,2,93,58,M. Jiménez,8mkrj5bnkyhx8kutc4656cy96,1,90.6,41.5,2025-07-26T13:50:16.713,2025-07-26T13:55:08,NaN,"{""id"": 5808871685, ""qualifierId"": 22}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,NaN,true,NaN,NaN,NaN,Center,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,52.1,94.4,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,99.3,52.2,NaN,NaN,NaN,NaN,0.10237768292427063,0.0,,2,2,true,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829394029,814,13,2,77,4,L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,1,86.2,66.0,2025-07-26T13:33:22.752,2025-07-26T13:34:29,NaN,"{""id"": 5813394413, ""qualifierId"": 391}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,64.0,2.8,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,99.8,51.8,NaN,NaN,NaN,NaN,0.038849640637636185,0.0,,2,2,true,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,NaN,NaN,,NaN,true,,NaN,,,,true,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829395957,841,15,2,83,15,J. Witt,5z7y55t2o577r8ki3i5855as,1,91.1,37.8,2025-07-26T13:39:34.237,2025-07-30T14:29:18,1.0,"{""id"": 5808854201, ""qualifierId"": 147, ""value"": ""46.4""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,true,true,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,47.8,31.0,NaN,NaN,NaN,,99.4,46.4,true,,NaN,NaN,NaN,NaN,672,NaN,NaN,NaN,0.0243514571338892,0.08283772319555283,,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,true,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829396617,871,13,2,85,19,M. Veltz,3avg1grraylzm6xjt5kt18is4,1,92.9,39.8,2025-07-26T13:41:37.687,2025-07-26T13:42:44,1.0,"{""id"": 5808857689, ""qualifierId"": 22}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,NaN,true,NaN,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,41.7,2.8,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,95.6,43.9,NaN,NaN,NaN,NaN,0.3085709512233734,0.0,,2,1,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,true,,true,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2829398857,950,15,2,92,31,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,92.7,53.8,2025-07-26T13:48:49.757,2025-07-30T14:47:01,1.0,"{""id"": 5808870789, ""qualifierId"": 147, ""value"": ""51.4""}",bvihobignz9mmm7itlzr049p0,Hillerød vs AaB,1_Division,2025-07-26,DNK,true,true,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,54.1,22.2,NaN,NaN,NaN,,99.7,51.4,true,,NaN,NaN,NaN,NaN,741,NaN,NaN,NaN,0.08600180596113205,0.6601601839065552,,3,3,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,,NaN,NaN,,NaN,,,,NaN,NaN,,,NaN,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,
