contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,date,15,16,17,18,20,22,24,25,26,29,56,61,62,63,64,72,73,74,75,76,77,78,79,80,81,82,100,101,102,103,108,120,121,133,136,138,146,147,154,214,215,216,217,230,231,233,254,274,275,300,321,322,324,326,327,328,374,375,391,395,396,458,468,sequenceId,possessionId,keyPass,140,141,318,210,23,6,9,107,60,68,83,84,86,89,114,153,160,280,281,282,323,338,472,85
6wwwud48qahpwrfxs20334qk5,Fredericia,2708044895,677,15,2,77,38,J. Jessen,6wfu6s6xo5zjeke21fgbouql0,1,75.6,52.8,2024-08-11T14:36:42.389,2024-08-11T15:41:36,"{""id"": 5146848787, ""qualifierId"": 78}",1.0,636w1d231ya7tiky1o3uf8c2c,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,48.5,3.8,NaN,NaN,NaN,NaN,NaN,NaN,97.7,50.9,NaN,NaN,true,NaN,NaN,NaN,NaN,681,NaN,NaN,NaN,NaN,0.028797239065170288,0.03688889369368553,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2708048573,728,15,2,81,27,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,81.1,46.6,2024-08-11T14:40:31.925,2024-08-13T15:31:52,"{""id"": 5143547411, ""qualifierId"": 233, ""value"": ""790""}",1.0,636w1d231ya7tiky1o3uf8c2c,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.0,32.3,NaN,NaN,NaN,NaN,NaN,true,98.2,50.2,true,NaN,NaN,NaN,NaN,NaN,NaN,790,NaN,NaN,true,NaN,0.08912026882171631,0.17090687155723572,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2708055981,752,15,2,89,54,W. Madsen,7ztdirfvd9d0x2yw1v051xzbo,1,80.2,29.9,2024-08-11T14:48:59.530,2024-08-11T14:50:33,"{""id"": 5143498991, ""qualifierId"": 233, ""value"": ""789""}",NaN,636w1d231ya7tiky1o3uf8c2c,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,49.7,19,NaN,true,NaN,NaN,NaN,NaN,85.1,34.8,NaN,NaN,NaN,NaN,NaN,98.6,50.5,789,NaN,NaN,NaN,NaN,0.05900327488780022,0.0,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2708056087,755,15,2,90,1,D. Thøgersen,bvc80w5ai425plu54nhgx5fxl,1,85.2,26.2,2024-08-11T14:49:06.530,2024-08-11T14:52:28,"{""id"": 5143497291, ""qualifierId"": 56, ""value"": ""Center""}",1.0,636w1d231ya7tiky1o3uf8c2c,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,48.9,19,NaN,NaN,NaN,NaN,NaN,NaN,86.9,28.9,true,NaN,NaN,NaN,NaN,99.0,46.9,791,NaN,NaN,NaN,NaN,0.02168249897658825,0.0,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2708057265,815,15,2,91,41,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,77.5,36.6,2024-08-11T14:50:46.277,2024-08-11T14:56:26,"{""id"": 5143514937, ""qualifierId"": 146, ""value"": ""80.5""}",1.0,636w1d231ya7tiky1o3uf8c2c,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,47.9,19,NaN,NaN,NaN,NaN,NaN,NaN,80.5,38.1,true,NaN,true,NaN,NaN,98.0,46.8,765,NaN,NaN,NaN,NaN,0.05675949901342392,0.0,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,803,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702053365,17,13,1,1,18,B. Paulsen,dqtarwrqvkopmzbt2ovp2dln9,1,95.7,41.0,2024-07-20T14:03:44.914,2024-07-20T14:04:58,"{""id"": 5110288399, ""qualifierId"": 60}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,,true,NaN,,NaN,,NaN,NaN,NaN,NaN,,39.8,5.6,NaN,NaN,NaN,,,,NaN,NaN,true,true,NaN,,,99.3,47.7,NaN,,,,,0.14433224499225616,NaN,,3,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702053453,22,13,1,1,39,W. Martin,15jhbyn4wsbd865fd9djcwaok,1,78.1,58.9,2024-07-20T14:04:05.587,2024-07-22T14:30:12,"{""id"": 5110289115, ""qualifierId"": 230, ""value"": ""98.6""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,true,NaN,,NaN,,NaN,NaN,NaN,NaN,,40.5,2.8,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,true,,,98.6,52.3,NaN,,,,,0.04752464219927788,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702054297,43,15,1,4,10,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,76.5,61.1,2024-07-20T14:06:36.382,2024-07-22T14:30:06,"{""id"": 5110293171, ""qualifierId"": 22}",NaN,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,,,NaN,NaN,NaN,NaN,,NaN,true,,NaN,,NaN,NaN,NaN,NaN,,54.1,4.4,NaN,NaN,NaN,,,,99.0,50.5,NaN,NaN,true,,,NaN,NaN,53,,,,,0.04107305407524109,0.2897,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702056969,125,15,1,11,1,L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,1,88.9,53.6,2024-07-20T14:13:27.752,2024-07-22T15:30:01,"{""id"": 5110307453, ""qualifierId"": 327, ""value"": ""1""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,,NaN,NaN,,true,,NaN,NaN,NaN,NaN,,49.7,13.9,NaN,NaN,NaN,,,,97.2,50.9,true,true,NaN,,,NaN,NaN,95,,,,,0.09610741585493088,0.1705,,2,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702059153,170,16,1,16,24,L. Deedson,5wmik73cqursg7sv3w14ue5pm,1,90.1,50.9,2024-07-20T14:18:50.103,2024-07-22T15:29:32,"{""id"": 5110320733, ""qualifierId"": 375, ""value"": ""16:23.408""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,NaN,,NaN,,true,NaN,NaN,NaN,,46.1,5.1,NaN,NaN,NaN,,,,NaN,NaN,true,true,NaN,,,92.3,63,NaN,,,,,0.1442861258983612,0.8909,,3,2,true,2024-07-20 15:18:49.478,16:23.408,NaN,7.7,37.2,NaN,2702059147,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702060065,172,15,1,18,35,T. Stagaard,c7buy99bjqmkmno8w5t0189d6,1,90.5,59.3,2024-07-20T14:21:01.379,2024-07-22T15:29:48,"{""id"": 5110325413, ""qualifierId"": 102, ""value"": ""51.8""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,NaN,,true,,NaN,NaN,true,NaN,,51.8,9.7,NaN,NaN,NaN,,,,92.0,59.2,NaN,NaN,NaN,,,99.4,51.3,214,,,,,0.07347482442855835,NaN,,3,3,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702064911,276,13,1,31,22,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,92.0,45.4,2024-07-20T14:33:48.707,2024-07-22T15:29:35,"{""id"": 5110350661, ""qualifierId"": 17}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,95.8,22.2,true,NaN,NaN,,,,96.4,77.4,true,NaN,NaN,,,99.9,49.6,NaN,,,,,0.2621036171913147,NaN,,2,1,true,NaN,NaN,true,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702065139,308,15,1,32,4,L. Deedson,5wmik73cqursg7sv3w14ue5pm,1,80.1,26.7,2024-07-20T14:34:31.200,2024-07-20T14:35:40,"{""id"": 5110351955, ""qualifierId"": 321, ""value"": ""0.012535903602838516""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,true,,NaN,,NaN,NaN,NaN,NaN,,51.9,13.3,NaN,NaN,NaN,,,,98.1,49.1,NaN,NaN,true,,,NaN,NaN,280,,,,,0.012535903602838516,0.0679,,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702067377,331,13,1,37,21,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,74.4,68.0,2024-07-20T14:39:47.167,2024-07-20T14:41:31,"{""id"": 5110364283, ""qualifierId"": 29}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,true,NaN,NaN,,37.0,68.1,NaN,true,NaN,,,,NaN,NaN,NaN,NaN,true,,,99.7,50.5,NaN,,,,,0.01646498590707779,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702068301,345,13,1,39,32,A. Lausen,ate1ymumg2iwzn8uyyf3ts222,1,72.9,49.3,2024-07-20T14:41:58.515,2024-07-22T15:29:37,"{""id"": 5110368991, ""qualifierId"": 26}",NaN,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,42.5,1.4,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,,,99.1,50.7,NaN,,,,,0.04803859069943428,NaN,,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702068877,374,15,1,41,0,J. Bonde,e9o7q10wnhex4e8eo47mobbvt,1,93.6,46.2,2024-07-20T14:43:26.925,2024-07-22T15:29:53,"{""id"": 5110373841, ""qualifierId"": 82}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,NaN,,NaN,,true,NaN,true,true,,46.2,19,NaN,NaN,NaN,,,,95.4,46.2,true,NaN,NaN,,,99.1,46.8,349,,,,,0.15534467995166779,NaN,,3,3,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702068985,380,13,1,41,14,W. Martin,15jhbyn4wsbd865fd9djcwaok,1,76.7,62.3,2024-07-20T14:43:40.573,2024-07-20T14:44:50,"{""id"": 5110373321, ""qualifierId"": 231, ""value"": ""51.8""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,NaN,,NaN,,NaN,true,NaN,NaN,,40.3,68.1,NaN,NaN,true,,,,NaN,NaN,NaN,NaN,true,,,98.2,51.8,NaN,,,,,0.021961094811558723,NaN,,1,3,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702081101,527,16,2,58,39,E. Holten,dkuinrikn3htd1kilcsce2bit,1,93.0,51.7,2024-07-20T15:19:35.492,2024-07-22T15:29:34,"{""id"": 5110441509, ""qualifierId"": 102, ""value"": ""53.8""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,,NaN,true,,NaN,,NaN,NaN,NaN,NaN,,53.8,7.6,NaN,NaN,NaN,,,,NaN,NaN,true,true,NaN,,,95.8,50.7,NaN,,,,,0.4458383023738861,0.9548,,3,1,NaN,2024-07-20 16:19:35.046,58:38.593,NaN,5.0,49.1,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702082035,538,15,2,60,38,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,81.6,28.9,2024-07-20T15:21:35.393,2024-07-22T15:29:31,"{""id"": 5110444671, ""qualifierId"": 215}",NaN,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,,,NaN,NaN,NaN,NaN,,NaN,true,,NaN,,NaN,NaN,NaN,NaN,,53.3,7.6,NaN,NaN,NaN,,,,94.2,41.3,NaN,NaN,true,,,NaN,NaN,579,,,,,0.03900681436061859,0.2756,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702079329,539,15,2,55,1,L. Owusu,e42jh6bbwn4aybdnysonrvutx,1,87.5,30.3,2024-07-20T15:15:57.771,2024-07-22T15:29:51,"{""id"": 5114577281, ""qualifierId"": 76}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,,,true,NaN,NaN,NaN,,NaN,true,,NaN,,NaN,NaN,true,NaN,,53.3,19,NaN,NaN,NaN,,,,89.3,33.6,NaN,NaN,NaN,,,99.1,46.0,505,,,,,0.027295410633087158,NaN,,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702079625,548,13,2,55,23,W. Martin,15jhbyn4wsbd865fd9djcwaok,1,86.8,66.0,2024-07-20T15:16:20.428,2024-07-22T15:29:50,"{""id"": 5110431255, ""qualifierId"": 230, ""value"": ""99.0""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,,,NaN,true,NaN,NaN,,NaN,NaN,,NaN,,NaN,true,NaN,NaN,,36.5,61.1,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,true,,,99.0,54.2,NaN,,,,,0.03898578882217407,NaN,,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702082201,587,15,2,61,7,L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,1,73.3,45.0,2024-07-20T15:22:03.751,2024-07-20T15:25:03,"{""id"": 5110450265, ""qualifierId"": 76}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,true,,NaN,,NaN,NaN,true,NaN,,53.3,19,NaN,NaN,NaN,,,,83.6,48.2,NaN,NaN,true,,,98.5,47.7,539,,,,,0.025952281430363655,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702085055,650,15,2,68,1,J. Bonde,e9o7q10wnhex4e8eo47mobbvt,1,92.5,55.0,2024-07-20T15:28:57.605,2024-07-20T15:31:14,"{""id"": 5110464599, ""qualifierId"": 231, ""value"": ""51.8""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,true,NaN,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,,,NaN,NaN,NaN,NaN,,NaN,NaN,,true,,NaN,NaN,true,NaN,,51.6,19,NaN,NaN,NaN,,,,94.0,54.3,true,NaN,NaN,,,99.0,51.8,587,,,,,0.07889809459447861,NaN,,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702085061,652,13,2,68,3,J. Gomez,ev2s21ogvpjtata4fndi868ve,1,92.4,34.4,2024-07-20T15:28:59.836,2024-07-20T15:30:34,"{""id"": 5110462357, ""qualifierId"": 20}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,,,true,NaN,NaN,NaN,,true,NaN,,NaN,,NaN,NaN,NaN,NaN,,39.7,1.4,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,,,98.6,46.8,NaN,,,,,0.054523419588804245,NaN,,2,2,true,NaN,NaN,true,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702092435,682,15,2,82,37,B. Hvidt,4yyiv4t6irqpeayug5qgvmkmh,1,69.4,86.9,2024-07-20T15:43:33.948,2024-07-20T15:48:18,"{""id"": 5110507251, ""qualifierId"": 147, ""value"": ""49.6""}",NaN,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,Left,,,NaN,NaN,NaN,NaN,,NaN,true,,NaN,,NaN,NaN,NaN,NaN,,54.3,0.6,NaN,NaN,NaN,,,,99.0,49.6,NaN,NaN,NaN,,,NaN,NaN,757,,,,,0.035221491008996964,0.3065,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702093947,712,13,2,85,14,T. Freriks,4jve632xnmqujh4ioaxpaovai,1,79.2,30.3,2024-07-20T15:46:10.624,2024-07-20T15:47:23,"{""id"": 5110510525, ""qualifierId"": 230, ""value"": ""99.3""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,58.3,59.7,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,true,,,99.3,48.9,NaN,,,,,0.020259909331798553,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702091605,747,13,2,81,8,L. Owusu,e42jh6bbwn4aybdnysonrvutx,1,80.7,28.2,2024-07-20T15:42:05.181,2024-07-22T16:29:22,"{""id"": 5110497383, ""qualifierId"": 102, ""value"": ""59.2""}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,,NaN,NaN,true,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,59.2,12.5,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,true,,,99.3,47.5,NaN,,,,,0.03612447530031204,NaN,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702099027,848,16,2,96,8,L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,1,94.5,54.5,2024-07-20T15:57:04.842,2024-07-20T15:58:37,"{""id"": 5110538749, ""qualifierId"": 29}",1.0,5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,,,NaN,NaN,NaN,NaN,,NaN,true,,NaN,,NaN,NaN,NaN,NaN,,53.3,6.3,NaN,NaN,NaN,,,,NaN,NaN,true,true,NaN,,,98.9,50.7,NaN,,,,,0.21025660634040833,0.6908,,3,1,true,2024-07-20 16:57:04.450,96:07.997,NaN,98.6,50.5,NaN,NaN,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703404531,87,16,1,6,52,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,85.0,50.7,2024-07-26T17:07:10.191,2024-07-26T20:31:33,"{""id"": 5117902975, ""qualifierId"": 20}",1.0,5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,48.1,28.5,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,true,,,98.9,50,NaN,NaN,,,,0.13786670565605164,0.164,NaN,1,3,true,2024-07-26 18:07:09.246,06:51.434,NaN,,,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2703409943,217,16,1,26,17,J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,1,81.3,66.2,2024-07-26T17:26:35.584,2024-07-26T20:31:18,"{""id"": 5117932443, ""qualifierId"": 22}",1.0,5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,49.7,30.4,true,,,NaN,NaN,,NaN,NaN,true,NaN,NaN,,,98.0,51.6,NaN,NaN,,,,0.01676012948155403,0.0503,NaN,3,2,NaN,2024-07-26 18:26:34.233,26:16.421,NaN,,,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703409651,296,16,1,25,3,E. Holten,dkuinrikn3htd1kilcsce2bit,1,91.7,52.1,2024-07-26T17:25:21.374,2024-07-26T20:31:35,"{""id"": 5117931909, ""qualifierId"": 230, ""value"": ""97.6""}",1.0,5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,,NaN,,true,NaN,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,46.5,2.5,NaN,,,NaN,true,,NaN,NaN,true,true,NaN,,,97.6,52.3,NaN,NaN,,,,0.5504794120788574,0.9181,NaN,1,1,true,2024-07-26 18:25:20.844,25:03.032,NaN,,,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
