contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,league_name,date,country,9,15,17,18,20,22,24,25,26,29,56,60,61,62,63,64,72,73,74,76,77,78,79,80,82,83,84,100,102,103,108,121,133,136,146,147,153,154,160,214,215,230,231,233,321,322,323,326,327,328,338,353,374,375,390,391,395,396,458,sequenceId,possessionId,keyPass,140,141,318,210,23,6,107,16,75,81,86,280,281,282,300,472
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829149499,129,15,1,15,12,I. Miličević,9cg2dx19fx5be3zewtmx97e95,1,76.2,55.0,2025-07-25T17:16:51.725,2025-07-25T17:18:21,"{""id"": 5807488713, ""qualifierId"": 18}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,Center,,,,NaN,NaN,true,NaN,NaN,true,,NaN,,NaN,true,,,,52.2,19,true,,,NaN,78.8,54.7,,NaN,NaN,NaN,true,98.2,49.8,151,0.008359256200492382,0.0,NaN,3,3,true,NaN,,NaN,NaN,,NaN,NaN,NaN,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829149395,149,15,1,9,14,C. Jørgensen,9fvf8z6p8ok0n5vu999ysfywa,1,82.1,49.3,2025-07-25T17:10:54.316,2025-07-25T17:17:46,"{""id"": 5807488523, ""qualifierId"": 146, ""value"": ""93.7""}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,Center,,,,NaN,NaN,true,NaN,NaN,NaN,,true,,NaN,true,,,,48.4,19,true,,,NaN,93.7,48.7,,NaN,true,NaN,NaN,98.6,50,137,0.046424444764852524,0.0,NaN,2,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829152185,204,13,1,24,11,I. Miličević,9cg2dx19fx5be3zewtmx97e95,1,76.0,65.4,2025-07-25T17:25:50.829,2025-07-25T17:27:00,"{""id"": 5807504447, ""qualifierId"": 18}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,Center,,,,NaN,NaN,true,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,37.8,26.4,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,true,98.4,51.6,NaN,0.032532621175050735,0.0,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,true,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829155137,288,16,1,33,11,M. Saaby,423hv4unq5vvnp7kecv6wp3is,1,81.2,42.1,2025-07-25T17:34:51.085,2025-07-28T09:29:08,"{""id"": 5807522359, ""qualifierId"": 103, ""value"": ""8.9""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,true,,NaN,,NaN,NaN,,,,52.9,8.9,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,true,97.5,49.3,NaN,0.061547521501779556,0.12663444876670837,NaN,2,2,NaN,NaN,,2025-07-25 18:34:49.858,33:10.527,,NaN,97.5,50.9,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829158223,344,15,1,40,50,M. Olsen,4zpmxlmdfa5wx79cr0q14pfx1,1,88.4,68.7,2025-07-25T17:42:29.961,2025-07-28T09:29:08,"{""id"": 5807539487, ""qualifierId"": 147, ""value"": ""52.3""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,,,,NaN,true,NaN,NaN,NaN,NaN,,true,,NaN,NaN,,,,49.8,15.8,NaN,,,NaN,99.0,52.3,,true,NaN,NaN,NaN,NaN,NaN,353,0.03773796185851097,0.019772039726376534,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829158547,350,15,1,41,45,C. Jørgensen,9fvf8z6p8ok0n5vu999ysfywa,1,81.8,48.5,2025-07-25T17:43:25.053,2025-07-25T17:45:02,"{""id"": 4611686018471140471, ""qualifierId"": 322, ""value"": ""0.0""}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,Center,,,,NaN,NaN,true,NaN,NaN,NaN,,true,,NaN,true,,,,49.1,19,true,,,NaN,83.6,48.6,,NaN,true,NaN,NaN,98.8,48.9,361,0.032361358404159546,0.0,NaN,3,3,true,NaN,,NaN,NaN,,NaN,NaN,NaN,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829158639,354,13,1,41,58,I. Tånnander,6bajck5osvj7trnwt2a5mc3dg,1,95.1,54.2,2025-07-25T17:43:37.972,2025-07-25T17:44:50,"{""id"": 5807541759, ""qualifierId"": 103, ""value"": ""58.3""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,59.2,58.3,NaN,,,NaN,NaN,NaN,,true,NaN,true,NaN,99.5,52.2,NaN,0.4650847911834717,0.0,NaN,1,1,true,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829159633,381,15,1,44,24,M. Saaby,423hv4unq5vvnp7kecv6wp3is,1,77.4,65.0,2025-07-25T17:46:03.667,2025-07-25T17:47:14,"{""id"": 4611686018471140487, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,true,true,,,,47.9,19,NaN,,,NaN,79.8,63.2,,NaN,NaN,NaN,true,98.2,51.6,378,0.013726741075515747,0.0,NaN,3,3,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829165537,448,13,2,49,51,J. Vadstrup,b55jtl3ixolidn6cvc4t90efo,1,86.8,56.0,2025-07-25T18:09:33.185,2025-07-25T18:10:48,"{""id"": 4611686018471140695, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,32.9,16.7,NaN,,,NaN,NaN,NaN,,true,NaN,NaN,NaN,99.0,50.9,NaN,0.011049612425267696,0.0,NaN,3,3,true,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829164713,456,14,2,46,55,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,89.9,55.8,2025-07-25T18:06:37.507,2025-07-25T18:09:45,"{""id"": 5807575531, ""qualifierId"": 22}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,true,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,44.7,7.6,true,,,NaN,NaN,NaN,,true,NaN,true,NaN,97.3,52.0,NaN,0.31093907356262207,0.0,NaN,2,1,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829165169,457,16,2,47,2,F. Brandhof,ca1b5707pdpx0ucug40ggnahh,1,93.0,50.7,2025-07-25T18:06:44.425,2025-07-28T12:29:17,"{""id"": 5807578599, ""qualifierId"": 231, ""value"": ""50.2""}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,,,,NaN,NaN,true,NaN,NaN,NaN,,true,,NaN,NaN,,,,51.0,7.0,NaN,,,true,NaN,NaN,,NaN,NaN,true,NaN,96.9,50.2,NaN,0.1781686544418335,0.15105757117271423,NaN,3,2,true,NaN,,2025-07-25 19:06:43.983,47:02.322,,NaN,97.6,50,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,POST,224123,2289,NaN,456
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829166807,491,16,2,52,42,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,88.3,58.5,2025-07-25T18:12:24.483,2025-07-28T12:29:17,"{""id"": 5807587793, ""qualifierId"": 15}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,true,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,46.4,29.1,NaN,,,NaN,NaN,NaN,,true,NaN,NaN,NaN,98.0,50.7,NaN,0.031329430639743805,0.20291896164417267,NaN,2,2,true,NaN,,2025-07-25 19:12:23.668,52:42.007,,NaN,98.0,48.4,NaN,,,,,,,,NaN,,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829168383,528,13,2,58,41,I. Tånnander,6bajck5osvj7trnwt2a5mc3dg,1,95.4,45.0,2025-07-25T18:18:22.738,2025-07-25T18:19:30,"{""id"": 5807735115, ""qualifierId"": 214}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,40.0,31.9,NaN,,,NaN,NaN,NaN,,true,NaN,true,NaN,99.9,48.9,NaN,0.3575664162635803,0.0,NaN,1,1,true,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829169151,566,15,2,61,46,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,76.8,58.3,2025-07-25T18:21:28.392,2025-07-25T18:22:37,"{""id"": 5807601137, ""qualifierId"": 147, ""value"": ""57.6""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,true,,NaN,true,,,,51.2,19,NaN,,,NaN,79.2,57.6,,NaN,NaN,NaN,true,98.4,51.6,527,0.020251162350177765,0.0,NaN,3,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829170743,574,15,2,69,18,K. Kirkegaard,3ylgelxr6ssp42hidfnchqp2i,1,79.9,70.5,2025-07-25T18:28:59.951,2025-07-25T18:30:13,"{""id"": 5807610137, ""qualifierId"": 233, ""value"": ""626""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,true,,NaN,,NaN,true,,,,51.8,19,NaN,,,NaN,83.3,67.3,,NaN,NaN,NaN,true,99.1,50.5,626,0.01989658921957016,0.0,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829172223,668,13,2,74,35,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,68.1,21.7,2025-07-25T18:34:17.193,2025-07-25T18:35:26,"{""id"": 5807618175, ""qualifierId"": 327, ""value"": ""1""}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,true,NaN,NaN,NaN,NaN,true,Center,,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,31.1,66.7,true,,,NaN,NaN,NaN,,NaN,NaN,NaN,true,95.4,43.9,NaN,0.010674660094082355,0.0,NaN,2,1,true,NaN,,NaN,NaN,,true,NaN,NaN,NaN,,,,,,,,true,,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829174895,683,13,2,80,47,P. Olsen,8jotzm26md7pzdy2gn474chqt,1,68.8,60.9,2025-07-25T18:40:28.747,2025-07-25T18:41:38,"{""id"": 5807633321, ""qualifierId"": 103, ""value"": ""8.3""}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,,,,NaN,NaN,NaN,true,NaN,NaN,,NaN,,NaN,NaN,,,,62.4,8.3,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,true,97.5,50.5,NaN,0.011240432038903236,0.0,NaN,1,3,true,NaN,,NaN,NaN,,NaN,NaN,NaN,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829173231,703,13,2,77,7,N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,1,86.2,50.9,2025-07-25T18:36:48.797,2025-07-25T18:37:57,"{""id"": 5807623859, ""qualifierId"": 20}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,true,NaN,true,true,NaN,NaN,NaN,NaN,Center,,,,NaN,NaN,NaN,NaN,true,NaN,,NaN,,NaN,NaN,,,,48.4,70.8,true,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,98.6,50.9,NaN,0.11557140201330185,0.0,NaN,1,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2829174047,714,13,2,78,57,C. Jørgensen,9fvf8z6p8ok0n5vu999ysfywa,1,72.3,53.0,2025-07-25T18:38:39.013,2025-07-25T18:39:48,"{""id"": 5807628839, ""qualifierId"": 230, ""value"": ""98.2""}",NaN,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,Center,,,,NaN,NaN,true,NaN,true,NaN,,NaN,,NaN,NaN,,,,50.8,76.4,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,98.2,49.8,NaN,0.038928285241127014,0.0,NaN,1,3,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,true,,,,,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a9vw7ikerpr4cuweeeka5aneg,Horsens,2829181941,794,15,2,96,11,S. Doua,6qko3f8w2ap9ynbuq2g55i5n8,1,87.0,29.9,2025-07-25T18:55:52.774,2025-07-25T18:56:45,"{""id"": 5807671429, ""qualifierId"": 63}",1.0,busfsm4t1ka6tafil06i8jfo4,Horsens vs Kolding,1_Division,2025-07-25,DNK,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,,,,true,NaN,NaN,NaN,NaN,NaN,,NaN,,true,true,,,,47.7,19,NaN,,,NaN,89.1,32.8,,NaN,NaN,NaN,true,98.1,47.8,848,0.03127894923090935,0.0,NaN,3,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
